symbol,factor,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
AAPL,slow_k,12,75,0.001,0.1503,0.9967,0.0334,1.2154,22.0,19.0,0.8636,4.9,0.6,-0.1795,-0.3343
AAPL,slow_k,12,76,0.001,0.15869999999999998,1.0689,0.035,1.2154,22.0,19.0,0.8636,4.9,0.63,-0.1795,-0.3343
AAPL,slow_k,12,77,0.001,0.1521,1.0116,0.0352,1.2154,21.0,18.0,0.8571,4.9,0.6,-0.1795,-0.3343
AAPL,slow_k,12,78,0.001,0.1525,1.015,0.0353,1.2154,21.0,18.0,0.8571,4.9,0.6,-0.1795,-0.3343
AAPL,slow_k,12,79,0.001,0.1536,1.0248,0.0355,1.2154,21.0,18.0,0.8571,4.9,0.6,-0.1795,-0.3343
AAPL,slow_k,12,80,0.001,0.159,1.0720999999999998,0.0366,1.2154,21.0,19.0,0.9048,4.9,0.62,-0.1795,-0.3343
AAPL,slow_k,12,81,0.001,0.16269999999999998,1.1052,0.0374,1.2154,21.0,19.0,0.9048,4.9,0.64,-0.1795,-0.3343
AAPL,slow_k,12,82,0.001,0.1659,1.1337000000000002,0.038,1.2154,21.0,19.0,0.9048,4.9,0.65,-0.1795,-0.3343
AAPL,slow_k,12,83,0.001,0.1732,1.2003,0.039599999999999996,1.2154,21.0,19.0,0.9048,4.9,0.68,-0.1795,-0.3343
AAPL,slow_k,12,84,0.001,0.17809999999999998,1.246,0.0406,1.2154,21.0,19.0,0.9048,4.9,0.7,-0.1795,-0.3343
AAPL,slow_k,12,85,0.001,0.1074,0.6548999999999999,0.028300000000000002,1.2154,19.0,16.0,0.8421,4.9,0.37,-0.2404,-0.3343
AAPL,slow_k,12,86,0.001,0.12269999999999999,0.7705,0.032,1.2154,19.0,16.0,0.8421,4.9,0.43,-0.2404,-0.3343
AAPL,slow_k,12,87,0.001,0.127,0.8047,0.033,1.2154,19.0,16.0,0.8421,4.9,0.44,-0.2404,-0.3343
AAPL,slow_k,12,88,0.001,0.13,0.828,0.0337,1.2154,19.0,16.0,0.8421,4.9,0.46,-0.2404,-0.3343
AAPL,slow_k,12,89,0.001,0.13570000000000002,0.8745999999999999,0.035,1.2154,19.0,16.0,0.8421,4.9,0.48,-0.2404,-0.3343
AAPL,slow_k,12,90,0.001,0.1472,0.9695999999999999,0.0378,1.2154,19.0,16.0,0.8421,4.9,0.52,-0.2404,-0.3343
AAPL,slow_k,13,60,0.001,0.15990000000000001,1.0798,0.03,1.2154,26.0,20.0,0.7692,4.9,0.64,-0.19699999999999998,-0.3343
AAPL,slow_k,13,61,0.001,0.1666,1.1396,0.031200000000000002,1.2154,26.0,20.0,0.7692,4.9,0.66,-0.1861,-0.3343
AAPL,slow_k,13,62,0.001,0.1649,1.1244,0.030899999999999997,1.2154,26.0,21.0,0.8077,4.9,0.65,-0.1861,-0.3343
AAPL,slow_k,13,63,0.001,0.16469999999999999,1.1225,0.0308,1.2154,26.0,21.0,0.8077,4.9,0.65,-0.1861,-0.3343
AAPL,slow_k,13,64,0.001,0.1643,1.119,0.0301,1.2154,26.0,20.0,0.7692,4.9,0.64,-0.1861,-0.3343
AAPL,slow_k,13,65,0.001,0.1736,1.2036,0.0317,1.2154,26.0,21.0,0.8077,4.9,0.68,-0.1861,-0.3343
AAPL,slow_k,13,66,0.001,0.1736,1.2036,0.0317,1.2154,26.0,21.0,0.8077,4.9,0.68,-0.1861,-0.3343
AAPL,slow_k,13,67,0.001,0.1787,1.2522,0.0325,1.2154,26.0,21.0,0.8077,4.9,0.7,-0.1861,-0.3343
AAPL,slow_k,13,68,0.001,0.1787,1.2522,0.0325,1.2154,26.0,21.0,0.8077,4.9,0.7,-0.1861,-0.3343
AAPL,slow_k,13,69,0.001,0.1815,1.2783,0.033,1.2154,26.0,21.0,0.8077,4.9,0.71,-0.1861,-0.3343
AAPL,slow_k,13,70,0.001,0.18469999999999998,1.3089,0.0336,1.2154,26.0,21.0,0.8077,4.9,0.72,-0.1861,-0.3343
AAPL,slow_k,13,71,0.001,0.2041,1.5012,0.0368,1.2154,26.0,21.0,0.8077,4.9,0.8,-0.1795,-0.3343
AAPL,slow_k,13,72,0.001,0.2112,1.5758,0.038,1.2154,26.0,22.0,0.8462000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,13,73,0.001,0.2112,1.5758,0.038,1.2154,26.0,22.0,0.8462000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,13,74,0.001,0.2066,1.5278,0.037200000000000004,1.2154,26.0,22.0,0.8462000000000001,4.9,0.81,-0.1795,-0.3343
AAPL,slow_k,13,75,0.001,0.2104,1.5669,0.0379,1.2154,26.0,22.0,0.8462000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,13,76,0.001,0.2191,1.6597,0.0393,1.2154,26.0,22.0,0.8462000000000001,4.9,0.86,-0.1795,-0.3343
AAPL,slow_k,13,77,0.001,0.2158,1.6239,0.0404,1.2154,25.0,21.0,0.84,4.9,0.84,-0.1795,-0.3343
AAPL,slow_k,13,78,0.001,0.22440000000000002,1.7171,0.042,1.2154,25.0,21.0,0.84,4.9,0.88,-0.1795,-0.3343
AAPL,slow_k,13,79,0.001,0.2206,1.6759,0.0412,1.2154,25.0,21.0,0.84,4.9,0.86,-0.1795,-0.3343
AAPL,slow_k,13,80,0.001,0.2263,1.7383000000000002,0.0421,1.2154,25.0,21.0,0.84,4.9,0.88,-0.1795,-0.3343
AAPL,slow_k,13,81,0.001,0.20190000000000002,1.4796,0.0395,1.2154,24.0,19.0,0.7917000000000001,4.9,0.75,-0.1795,-0.3343
AAPL,slow_k,13,82,0.001,0.21350000000000002,1.5991,0.0417,1.2154,24.0,19.0,0.7917000000000001,4.9,0.8,-0.1795,-0.3343
AAPL,slow_k,13,83,0.001,0.221,1.6803,0.0432,1.2154,24.0,19.0,0.7917000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,13,84,0.001,0.2242,1.7152,0.0437,1.2154,24.0,19.0,0.7917000000000001,4.9,0.84,-0.1795,-0.3343
AAPL,slow_k,13,85,0.001,0.15789999999999998,1.0625,0.0345,1.2154,22.0,16.0,0.7273000000000001,4.9,0.54,-0.2615,-0.3343
AAPL,slow_k,13,86,0.001,0.1739,1.2065000000000001,0.0379,1.2154,22.0,16.0,0.7273000000000001,4.9,0.59,-0.2615,-0.3343
AAPL,slow_k,13,87,0.001,0.1784,1.2492,0.0388,1.2154,22.0,16.0,0.7273000000000001,4.9,0.61,-0.2473,-0.3343
AAPL,slow_k,13,88,0.001,0.1819,1.2819999999999998,0.0394,1.2154,22.0,16.0,0.7273000000000001,4.9,0.62,-0.2473,-0.3343
AAPL,slow_k,13,89,0.001,0.1877,1.3376,0.0406,1.2154,22.0,17.0,0.7726999999999999,4.9,0.65,-0.2473,-0.3343
AAPL,slow_k,13,90,0.001,0.1996,1.456,0.0431,1.2154,22.0,17.0,0.7726999999999999,4.9,0.69,-0.2473,-0.3343
AAPL,slow_k,14,60,0.001,0.1606,1.0862,0.0301,1.2154,26.0,20.0,0.7692,4.9,0.64,-0.19699999999999998,-0.3343
