symbol,w_param,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
^KS11,7,18,71,0.001,0.0271,0.14279999999999998,0.024399999999999998,0.4311,7.0,6.0,0.8571,5.0,0.05,-0.2853,-0.3479
^KS11,7,18,72,0.001,0.0271,0.14279999999999998,0.024399999999999998,0.4311,7.0,6.0,0.8571,5.0,0.05,-0.2853,-0.3479
^KS11,7,18,73,0.001,0.0353,0.1888,0.0301,0.4311,7.0,6.0,0.8571,5.0,0.11,-0.2853,-0.3479
^KS11,7,18,74,0.001,0.0369,0.1977,0.031200000000000002,0.4311,7.0,6.0,0.8571,5.0,0.12,-0.2853,-0.3479
^KS11,7,18,75,0.001,0.04,0.2159,0.0336,0.4311,7.0,6.0,0.8571,5.0,0.14,-0.2853,-0.3479
^KS11,7,18,76,0.001,0.0564,0.3144,0.0455,0.4311,7.0,6.0,0.8571,5.0,0.25,-0.2853,-0.3479
^KS11,7,18,77,0.001,0.058600000000000006,0.3281,0.0472,0.4311,7.0,6.0,0.8571,5.0,0.27,-0.2853,-0.3479
^KS11,7,18,78,0.001,0.0633,0.3575,0.0499,0.4311,7.0,6.0,0.8571,5.0,0.3,-0.2853,-0.3479
^KS11,7,18,79,0.001,0.0633,0.3575,0.0499,0.4311,7.0,6.0,0.8571,5.0,0.3,-0.2853,-0.3479
^KS11,7,18,80,0.001,0.0693,0.39649999999999996,0.054299999999999994,0.4311,7.0,6.0,0.8571,5.0,0.34,-0.2853,-0.3479
^KS11,7,18,81,0.001,0.0722,0.4156,0.0564,0.4311,7.0,6.0,0.8571,5.0,0.36,-0.2853,-0.3479
^KS11,7,18,82,0.001,0.0408,0.22039999999999998,0.039599999999999996,0.4311,6.0,5.0,0.8332999999999999,5.0,0.13,-0.2853,-0.3479
^KS11,7,18,83,0.001,0.0408,0.22039999999999998,0.039599999999999996,0.4311,6.0,5.0,0.8332999999999999,5.0,0.13,-0.2853,-0.3479
^KS11,7,18,84,0.001,0.016200000000000003,0.0832,0.030699999999999998,0.4311,4.0,3.0,0.75,5.0,-0.02,-0.32789999999999997,-0.3479
^KS11,7,18,85,0.001,0.0173,0.0892,0.0322,0.4311,4.0,3.0,0.75,5.0,-0.02,-0.32789999999999997,-0.3479
^KS11,7,19,55,0.001,0.0947,0.5700999999999999,0.0333,0.4311,14.0,13.0,0.9286,5.0,0.75,-0.0814,-0.3479
^KS11,7,19,56,0.001,0.0986,0.5981000000000001,0.0346,0.4311,14.0,13.0,0.9286,5.0,0.78,-0.0814,-0.3479
^KS11,7,19,57,0.001,0.1052,0.6464,0.0368,0.4311,14.0,13.0,0.9286,5.0,0.84,-0.0814,-0.3479
^KS11,7,19,58,0.001,0.1056,0.649,0.0369,0.4311,14.0,13.0,0.9286,5.0,0.84,-0.0814,-0.3479
^KS11,7,19,59,0.001,0.11289999999999999,0.7041,0.0394,0.4311,14.0,13.0,0.9286,5.0,0.9,-0.0814,-0.3479
^KS11,7,19,60,0.001,0.1139,0.7115,0.0397,0.4311,14.0,13.0,0.9286,5.0,0.88,-0.0814,-0.3479
^KS11,7,19,61,0.001,0.1139,0.7115,0.0397,0.4311,14.0,13.0,0.9286,5.0,0.88,-0.0814,-0.3479
^KS11,7,19,62,0.001,0.1002,0.6098,0.0378,0.4311,13.0,12.0,0.9231,5.0,0.74,-0.0814,-0.3479
^KS11,7,19,63,0.001,0.1023,0.6249,0.0385,0.4311,13.0,12.0,0.9231,5.0,0.76,-0.0814,-0.3479
^KS11,7,19,64,0.001,0.1032,0.6318,0.0388,0.4311,13.0,12.0,0.9231,5.0,0.74,-0.0814,-0.3479
^KS11,7,19,65,0.001,0.1015,0.6189,0.0382,0.4311,13.0,12.0,0.9231,5.0,0.68,-0.0814,-0.3479
^KS11,7,19,66,0.001,0.08789999999999999,0.5216,0.0363,0.4311,12.0,10.0,0.8332999999999999,5.0,0.55,-0.1148,-0.3479
^KS11,7,19,67,0.001,0.09210000000000002,0.5515,0.038,0.4311,12.0,10.0,0.8332999999999999,5.0,0.59,-0.1148,-0.3479
^KS11,7,19,68,0.001,0.077,0.4472,0.0351,0.4311,11.0,9.0,0.8181999999999999,5.0,0.46,-0.1467,-0.3479
^KS11,7,19,69,0.001,0.0364,0.1948,0.0217,0.4311,9.0,7.0,0.7778,5.0,0.12,-0.2279,-0.3479
^KS11,7,19,70,0.001,0.04769999999999999,0.2615,0.0281,0.4311,9.0,7.0,0.7778,5.0,0.2,-0.2279,-0.3479
^KS11,7,19,71,0.001,0.0375,0.2011,0.0281,0.4311,8.0,7.0,0.875,5.0,0.12,-0.2853,-0.3479
^KS11,7,19,72,0.001,0.0375,0.2011,0.0281,0.4311,8.0,7.0,0.875,5.0,0.12,-0.2853,-0.3479
^KS11,7,19,73,0.001,0.045700000000000005,0.2495,0.0331,0.4311,8.0,7.0,0.875,5.0,0.18,-0.2853,-0.3479
